fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
31	85	0.365	3	17	0.176	15	17	0.882	14	24	38	19	9	5	11	22	80	19812	 00-01 
37	69	0.536	6	12	0.5	15	18	0.833	9	26	35	30	9	1	15	26	95	20562	 01-01 
39	78	0.5	8	16	0.5	10	17	0.588	8	27	35	23	5	0	12	26	96	19812	 02-01 
30	81	0.37	8	15	0.533	15	19	0.789	15	28	43	16	5	4	18	23	83	19812	 02-02 
39	90	0.433	9	20	0.45	8	10	0.8	11	32	43	25	3	9	9	23	95	11915	 02-03 
37	90	0.411	8	19	0.421	17	21	0.81	15	28	43	22	7	2	14	24	99	17732	 02-04 
40	84	0.476	8	21	0.381	8	11	0.727	13	31	44	26	2	6	15	29	96	17521	 02-05 
36	83	0.434	6	26	0.231	7	12	0.583	11	29	40	23	4	2	15	26	85	19812	 02-06 
37	86	0.43	8	23	0.348	13	14	0.929	11	29	40	17	2	6	7	27	95	19812	 02-07 
39	82	0.476	5	8	0.625	17	20	0.85	7	24	31	15	12	1	8	26	100	19812	 02-08 
41	76	0.539	6	14	0.429	21	27	0.778	8	35	43	16	9	3	15	22	109	19812	 03-08 
44	80	0.55	11	25	0.44	14	19	0.737	11	17	28	30	9	3	12	22	113	12190	 03-09 
34	69	0.493	9	16	0.563	22	28	0.786	8	25	33	19	6	3	22	22	99	15304	 03-10 
33	66	0.5	6	17	0.353	19	21	0.905	6	34	40	15	7	2	18	22	91	19812	 04-10 
35	76	0.461	6	22	0.273	10	15	0.667	9	31	40	25	8	5	17	20	86	18133	 04-11 
39	92	0.424	14	28	0.5	10	16	0.625	15	38	53	21	7	3	21	32	102	20352	 04-12 
29	75	0.387	2	19	0.105	18	24	0.75	7	26	33	17	3	6	12	22	78	18203	 04-13 
31	88	0.352	3	24	0.125	14	20	0.7	20	30	50	14	6	3	12	22	79	19812	 04-14 
35	81	0.432	11	28	0.393	12	14	0.857	13	27	40	22	8	3	14	21	93	19812	 04-15 
37	88	0.42	8	26	0.308	5	6	0.833	17	30	47	26	11	3	21	25	87	19812	 04-16 
37	79	0.468	10	22	0.455	18	22	0.818	4	30	34	23	5	4	6	21	102	19102	 04-17 
41	79	0.519	5	19	0.263	12	14	0.857	4	33	37	20	6	4	13	23	99	19812	 04-18 
37	78	0.474	9	19	0.474	10	13	0.769	6	24	30	19	8	8	13	20	93	13789	 04-19 
